,	PUNCT	,	i	i
qui	PRON	qui	i	i
s’	PRON	s’	i	i
est	AUX	être	i	i
rendu	VERB	rendre	m	s
sur	ADP	sur	i	i
place	NOUN	place	f	s
,	PUNCT	,	i	i
a	AUX	avoir	i	i
estimé	VERB	estimer	m	s
que	SCONJ	que	i	i
cet	DET	ce	i	i
épisode	NOUN	épisode	m	s
météorologique	ADJ	météorologique		s
était	AUX	être	i	i
«	VERB	«	i	i
par	ADP	par	i	i
lui	PRON	lui	i	i
-	PUNCT	-	i	i
même	ADV	même	i	i
imprévisible	ADJ	imprévisible		s
»	PUNCT	»	i	i
.	PUNCT	.	i	i
Une	DET	un	i	i
manière	NOUN	manière	f	s
de	ADP	de	i	i
dégonfler	VERB	dégonfler		
une	DET	un	i	i
polémique	NOUN	polémique	f	s
naissante	ADJ	naissant	f	s
:	PUNCT	:	i	i
des	DET	un	i	i
habitants	NOUN	habitant	m	p
se	PRON	se	i	i
plaignant	VERB	plaindre		
d’	ADV	d’	i	i
avoir	AUX	avoir	i	i
été	AUX	être	i	i
mal	ADV	mal	i	i
informés	VERB	informer	m	p
de	ADP	de	i	i
l’	PRON	l’	i	i
intensité	NOUN	intensité	f	s
à	ADP	à	i	i
venir	VERB	venir		
des	DET	un	i	i
orages	NOUN	orage	m	p
.	PUNCT	.	i	i
Le	DET	le	i	i
porte-parole	NOUN	porte-parole	i	i
du	DET	de	i	i
ministère	NOUN	ministère	m	s
de	ADP	de	i	i
l’	PROPN	l’	i	i
intérieur	ADJ	intérieur	m	s
,	PUNCT	,	i	i
Frédéric	PROPN	Frédéric	i	i
de	ADP	de	i	i
Lanouvelle	PROPN	Lanouvelle	i	i
,	PUNCT	,	i	i
a	AUX	avoir	i	i
,	PUNCT	,	i	i
lui	PRON	lui	i	i
,	PUNCT	,	i	i
évoqué	VERB	évoquer	m	s
«	PROPN	«	i	i
une	DET	un	i	i
fragilité	NOUN	fragilité	f	s
»	PUNCT	»	i	i
dans	ADP	dans	i	i
le	DET	le	i	i
système	NOUN	système	m	s
de	ADP	de	i	i
prévention	NOUN	prévention	f	s
de	ADP	de	i	i
Météo	NOUN	météo	i	i
France	PROPN	France	i	i
.	PUNCT	.	i	i
«	NOUN	«	i	i
La	DET	le	i	i
vigilance	NOUN	vigilance	f	s
orange	PROPN	orange		s
est	AUX	être	i	i
très	ADV	très	i	i
souvent	ADV	souvent	i	i
utilisée	VERB	utiliser	f	s
et	CCONJ	et	i	i
quand	SCONJ	quand	i	i
il	PRON	il	i	i
y	PRON	y	i	i
a	VERB	avoir		
un	DET	un	i	i
vrai	ADJ	vrai	m	s
problème	NOUN	problème	m	s
,	PUNCT	,	i	i
les	DET	le	i	i
gens	NOUN	gens		p
n’	VERB	n’	i	i
en	ADP	en	i	i
tiennent	ADV	tiennent	i	i
plus	ADV	plus	i	i
compte	NOUN	compte	m	s
»	PUNCT	»	i	i
,	PUNCT	,	i	i
a		avoir	i	i
-t	PART	t	i	i
-il	PRON	il	i	i
souligné	VERB	souligner	m	s
.	PUNCT	.	i	i
A	AUX	avoir	i	i
Villegailhenc	PROPN	Villegailhenc	i	i
dans	ADP	dans	i	i
l’	PROPN	l’	i	i
Aude	NOUN	aude	i	i
,	PUNCT	,	i	i
le	DET	le	i	i
15	NUM	15	i	i
octobre	NOUN	octobre	m	
.	PUNCT	.	i	i
«	PROPN	«	i	i
J’	PROPN	J’	i	i
ai	VERB	avoir		
tout	DET	tout	i	i
perdu	VERB	perdre	m	s
,	PUNCT	,	i	i
ordinateur	NOUN	ordinateur	m	s
,	PUNCT	,	i	i
télé	NOUN	télé	f	s
,	PUNCT	,	i	i
les	DET	le	i	i
papiers	NOUN	papier	m	p
…	PRON	…	i	i
On	PRON	on	i	i
ne	ADV	ne	i	i
peut	VERB	pouvoir		
plus	ADV	plus	i	i
habiter	VERB	habiter		
ici	ADV	ici	i	i
.	PUNCT	.	i	i
Quel	DET	quel	i	i
carnage	NOUN	carnage	m	s
!	PUNCT	!	i	i
C’	ADP	c’	i	i
est	AUX	être	i	i
toutes	ADJ	tout	f	p
les	DET	le	i	i
maisons	NOUN	maison	f	p
de	ADP	de	i	i
la	DET	le	i	i
rue	NOUN	rue	f	s
qui	PRON	qui	i	i
sont	AUX	être	i	i
comme	ADP	comme	i	i
ça	PRON	cela	i	i
.	PUNCT	.	i	i
On	PRON	on	i	i
ne	ADV	ne	i	i
s’	ADV	s’	i	i
attendait	VERB	attendre		
pas	ADV	pas	i	i
à	ADP	à	i	i
ça	PRON	cela	i	i
,	PUNCT	,	i	i
avec	ADP	avec	i	i
la	DET	le	i	i
vigilance	NOUN	vigilance	f	s
orange	ADJ	orange		
.	PUNCT	.	i	i
Ça	PRON	cela	i	i
ne	ADV	ne	i	i
veut	VERB	vouloir		
rien	PRON	rien	i	i
dire	VERB	dire		
vigilance	NOUN	vigilance	f	s
orange	PROPN	orange		s
!	PUNCT	!	i	i
»	PUNCT	»	i	i
,	PUNCT	,	i	i
s’	PRON	s’	i	i
est	AUX	être	i	i
ainsi	ADV	ainsi	i	i
emporté	VERB	emporter	m	s
un	DET	un	i	i
habitant	NOUN	habitant	m	s
de	ADP	de	i	i
Villegailhenc	PROPN	Villegailhenc	i	i
,	PUNCT	,	i	i
âgé	ADJ	âgé	m	s
d’	CCONJ	d’	i	i
une	DET	un	i	i
trentaine	NOUN	trentaine	f	s
d’	DET	d’	i	i
années	NOUN	année	f	p
.	PUNCT	.	i	i
Trois	NUM	Trois	i	i
mois	NOUN	mois	m	
de	ADP	de	i	i
pluie	NOUN	pluie	f	s
en	ADP	en	i	i
quelques	DET	quelque	i	i
heures	NOUN	heure	f	p
Cet	DET	ce	i	i
«	NOUN	«	i	i
épisode	PROPN	épisode	m	s
méditerranéen	ADJ	méditerranéen	m	s
de	ADP	de	i	i
type	NOUN	type	m	s
cévenol	ADJ	cévenol	i	i
»	PUNCT	»	i	i
,	PUNCT	,	i	i
qui	PRON	qui	i	i
figure	VERB	figure	i	i
parmi	ADP	parmi	i	i
les	DET	le	i	i
intempéries	NOUN	intempérie	f	p
les	DET	le	i	i
plus	ADV	plus	i	i
meurtrières	ADJ	meurtrier	f	p
dans	ADP	dans	i	i
l’	PRON	l’	i	i
Hexagone	NOUN	hexagone	i	i
depuis	ADP	depuis	i	i
une	DET	un	i	i
dizaine	NOUN	dizaine	f	s
d’	PRON	d’	i	i
années	NOUN	année	f	p
,	PUNCT	,	i	i
a	AUX	avoir	i	i
par	ADP	par	i	i
ailleurs	NOUN	ailleurs	i	i
fait	NOUN	fait	m	s
huit	NUM	huit	i	i
blessés	NOUN	blessé	m	p
graves	ADJ	grave		p
et	CCONJ	et	i	i
deux	NUM	deux	i	i
personnes	NOUN	personne	f	p
disparues	ADJ	disparu	f	p
.	PUNCT	.	i	i
Lire	VERB	lire	i	i
aussi	ADV	aussi	i	i
:	PUNCT	:	i	i
  	SPACE	  	i	i
Les	DET	le	i	i
«	NOUN	«	i	i
épisodes	ADJ	épisode	i	i
méditerranéens	ADJ	méditerranéen	m	p
»	PUNCT	»	i	i
seront	VERB	être		
de	ADP	de	i	i
plus	ADV	plus	i	i
en	ADP	en	i	i
plus	ADV	plus	i	i
intenses	ADJ	intense		p
Il	PRON	il	i	i
est	AUX	être	i	i
tombé	VERB	tomber	m	s
en	ADP	en	i	i
quelques	DET	quelque	i	i
heures	NOUN	heure	f	p
l’	VERB	l’	i	i
équivalent	ADV	équivalent	i	i
de	ADP	de	i	i
trois	NUM	trois	i	i
mois	NOUN	mois	m	
de	ADP	de	i	i
pluie	NOUN	pluie	f	s
.	PUNCT	.	i	i
Selon	ADP	selon	i	i
Météo	NOUN	météo	i	i
France	PROPN	France	i	i
,	PUNCT	,	i	i
l’	X	l’	i	i
agglomération	NOUN	agglomération	f	s
de	ADP	de	i	i
Carcassonne	PROPN	Carcassonne	i	i
a	AUX	avoir	i	i
reçu	VERB	recevoir	m	s
en	ADP	en	i	i
l’	ADJ	l’	i	i
espace	NOUN	espace		s
de	ADP	de	i	i
cinq	NUM	cinq	i	i
heures	NOUN	heure	f	p
,	PUNCT	,	i	i
entre	ADP	entre	i	i
150	NUM	150	i	i
mm	NOUN	millimètre	i	i
et	CCONJ	et	i	i
300	NUM	300	i	i
mm	NOUN	millimètre	i	i
d’	DET	d’	i	i
eau	NOUN	eau	f	s
.	PUNCT	.	i	i
«	NOUN	«	i	i
Près	ADP	près	i	i
de	ADP	de	i	i
1	PRON	1	i	i
000	NUM	000	i	i
personnes	NOUN	personne	f	p
ont	AUX	avoir	i	i
été	AUX	être	i	i
évacuées	VERB	évacuer	f	p
et	CCONJ	et	i	i
environ	ADV	environ	i	i
250	NUM	250	i	i
sont	AUX	être	i	i
toujours	ADV	toujours	i	i
prises	VERB	prendre	f	p
en	ADP	en	i	i
charge	NOUN	charge	f	s
dans	ADP	dans	i	i
les	DET	le	i	i
centres	NOUN	centre	m	p
d’	VERB	d’	i	i
hébergement	ADV	hébergement	i	i
ouverts	VERB	ouvrir	m	p
par	ADP	par	i	i
certaines	DET	certain	i	i
communes	NOUN	commune	f	p
»	PUNCT	»	i	i
,	PUNCT	,	i	i
a	AUX	avoir	i	i
détaillé	VERB	détailler	m	s
la	DET	le	i	i
préfecture	NOUN	préfecture	f	s
.	PUNCT	.	i	i
A	AUX	avoir	i	i
Coursan	PROPN	Coursan	i	i
,	PUNCT	,	i	i
commune	NOUN	commune	f	s
de	ADP	de	i	i
6	NUM	6	i	i
000	NUM	000	i	i
habitants	NOUN	habitant	m	p
,	PUNCT	,	i	i
près	ADP	près	i	i
de	ADP	de	i	i
Narbonne	PROPN	Narbonne	i	i
,	PUNCT	,	i	i
quelque	ADV	quelque	i	i
350	NUM	350	i	i
habitants	NOUN	habitant	m	p
de	ADP	de	i	i
la	DET	le	i	i
rive	NOUN	rive	f	s
gauche	NOUN	gauche		s
de	ADP	de	i	i
l’	PROPN	l’	i	i
Aude	NOUN	aude	i	i
,	PUNCT	,	i	i
le	DET	le	i	i
secteur	NOUN	secteur	m	s
le	DET	le	i	i
plus	ADV	plus	i	i
exposé	NOUN	exposé	m	s
,	PUNCT	,	i	i
ont	AUX	avoir	i	i
été	AUX	être	i	i
prévenus	VERB	prévenir	m	p
des	DET	un	i	i
risques	NOUN	risque	m	p
d’	VERB	d’	i	i
inondations	NOUN	inondation	f	p
par	ADP	par	i	i
les	DET	le	i	i
élus	NOUN	élu	m	p
et	CCONJ	et	i	i
la	DET	le	i	i
police	NOUN	police	f	s
municipale	ADJ	municipal	f	s
.	PUNCT	.	i	i
Ces	DET	ce	i	i
derniers	ADJ	dernier	m	p
ont	AUX	avoir	i	i
été	AUX	être	i	i
évacués	VERB	évacuer	m	p
ou	CCONJ	ou	i	i
priés	VERB	prier	m	p
de	ADP	de	i	i
gagner	VERB	gagner		
les	DET	le	i	i
étages	NOUN	étage	m	p
avec	ADP	avec	i	i
téléphone	NOUN	téléphone	m	s
portable	ADJ	portable		s
,	PUNCT	,	i	i
couvertures	NOUN	couverture	f	p
et	CCONJ	et	i	i
de	ADP	de	i	i
quoi	PRON	quoi	i	i
s’	PRON	s’	i	i
alimenter	VERB	alimenter		
,	PUNCT	,	i	i
a	AUX	avoir	i	i
expliqué	VERB	expliquer	m	s
à	ADP	à	i	i
l’	PROPN	l’	i	i
Agence	PROPN	Agence	i	i
France	PROPN	France	i	i
-	PUNCT	-	i	i
Presse	VERB	presse	i	i
le	DET	le	i	i
maire	NOUN	maire	m	s
,	PUNCT	,	i	i
Edouard	PROPN	Edouard	i	i
Rocher	PROPN	Rocher	i	i
.	PUNCT	.	i	i
Le	DET	le	i	i
fleuve	NOUN	fleuve	m	s
est	AUX	être	i	i
monté	VERB	monter	m	s
entre	ADP	entre	i	i
8	NUM	8	i	i
heures	NOUN	heure	f	p
et	CCONJ	et	i	i
14	NUM	14	i	i
heures	NOUN	heure	f	p
,	PUNCT	,	i	i
lundi	NOUN	lundi	m	s
,	PUNCT	,	i	i
d’	ADP	d’	i	i
un	DET	un	i	i
centimètre	NOUN	centimètre	m	s
toutes	ADJ	tout	f	p
les	DET	le	i	i
minutes	NOUN	minute	f	p
,	PUNCT	,	i	i
son	DET	son	i	i
niveau	NOUN	niveau	m	s
passant	VERB	passer		
d’	ADJ	d’	i	i
un	DET	un	i	i
mètre	NOUN	mètre	m	s
à	ADP	à	i	i
huit	NUM	huit	i	i
mètres	NOUN	mètre	m	p
dans	ADP	dans	i	i
l’	PROPN	l’	i	i
après	ADP	après	i	i
-	PUNCT	-	i	i
midi	NOUN	midi	m	
.	PUNCT	.	i	i
«	PROPN	«	i	i
Procédure	NOUN	procédure	i	i
de	ADP	de	i	i
catastrophe	NOUN	catastrophe	f	s
naturelle	ADJ	naturel	f	s
accélérée	VERB	accélérer	f	s
»	PUNCT	»	i	i
De	DET	de	i	i
nombreuses	ADJ	nombreux	f	p
routes	NOUN	route	f	p
étant	AUX	être	i	i
coupées	VERB	couper	f	p
,	PUNCT	,	i	i
plusieurs	DET	plusieurs	i	i
habitants	NOUN	habitant	m	p
ont	AUX	avoir	i	i
été	AUX	être	i	i
secourus	VERB	secourir	m	p
par	ADP	par	i	i
hélitreuillage	NOUN	hélitreuillage	i	i
.	PUNCT	.	i	i
Quatre	NUM	Quatre	i	i
communes	NOUN	commune	f	p
ont	AUX	avoir	i	i
été	AUX	être	i	i
évacuées	VERB	évacuer	f	p
:	PUNCT	:	i	i
Pezens	NOUN	pezen	i	i
,	PUNCT	,	i	i
Trèbes	NOUN	trèbe	i	i
,	PUNCT	,	i	i
Villegailhenc	PROPN	Villegailhenc	i	i
et	CCONJ	et	i	i
Villemoustaussou	PROPN	Villemoustaussou	i	i
.	PUNCT	.	i	i
A	ADP	à	i	i
Pezens	VERB	pezens	i	i
,	PUNCT	,	i	i
les	DET	le	i	i
résidents	NOUN	résident	m	p
ont	AUX	avoir	i	i
pu	AUX	pouvoir	i	i
regagner	VERB	regagner		
leur	DET	leur	i	i
domicile	NOUN	domicile	m	s
.	PUNCT	.	i	i
Dans	ADP	dans	i	i
la	DET	le	i	i
salle	NOUN	salle	f	s
des	DET	un	i	i
fêtes	NOUN	fête	f	p
de	ADP	de	i	i
Trèbes	PROPN	Trèbes	i	i
,	PUNCT	,	i	i
une	DET	un	i	i
centaine	NOUN	centaine	f	s
de	ADP	de	i	i
naufragés	ADJ	naufragé	m	p
étaient	AUX	être	i	i
lundi	VERB	lundi	i	i
sous	ADP	sous	i	i
le	DET	le	i	i
choc	NOUN	choc	m	s
,	PUNCT	,	i	i
les	DET	le	i	i
yeux	NOUN	oeil	m	p
dans	ADP	dans	i	i
le	DET	le	i	i
vague	NOUN	vague		s
,	PUNCT	,	i	i
après	ADP	après	i	i
avoir	AUX	avoir	i	i
«	VERB	«	i	i
tout	DET	tout	i	i
perdu	VERB	perdre	m	s
»	PUNCT	»	i	i
.	PUNCT	.	i	i
«	NOUN	«	i	i
J’	PROPN	J’	i	i
ai	AUX	avoir	i	i
vu	VERB	voir	m	s
ma	DET	mon	i	i
grand-mère	NOUN	grand-mère	f	s
dans	ADP	dans	i	i
son	DET	son	i	i
lit	NOUN	lit	m	s
flotter	VERB	flotter		
sur	ADP	sur	i	i
l’	PROPN	l’	i	i
eau	NOUN	eau	f	s
»	PUNCT	»	i	i
,	PUNCT	,	i	i
témoigne	VERB	témoigne	i	i
Pierre	PROPN	Pierre	i	i
,	PUNCT	,	i	i
l’	PROPN	l’	i	i
air	NOUN	air	m	s
hagard	ADJ	hagard	m	s
.	PUNCT	.	i	i
Il	PRON	il	i	i
ne	ADV	ne	i	i
sait	VERB	savoir		
toujours	ADV	toujours	i	i
pas	ADV	pas	i	i
si	SCONJ	si	i	i
cette	DET	ce	i	i
femme	NOUN	femme	f	s
grabataire	ADJ	grabataire		s
de	ADP	de	i	i
97	NUM	97	i	i
ans	NOUN	an	m	p
a	AUX	avoir	i	i
survécu	VERB	survivre	m	s
.	PUNCT	.	i	i
Dans	ADP	dans	i	i
la	DET	le	i	i
région	NOUN	région	f	s
de	ADP	de	i	i
Carcassonne	PROPN	Carcassonne	i	i
,	PUNCT	,	i	i
les	DET	le	i	i
champs	NOUN	champ	m	p
sont	AUX	être	i	i
inondés	VERB	inonder	m	p
,	PUNCT	,	i	i
plusieurs	DET	plusieurs	i	i
chaussées	NOUN	chaussée	f	p
détruites	ADJ	détruire	i	i
ou	CCONJ	ou	i	i
impraticables	ADJ	impraticable		p
avec	ADP	avec	i	i
des	DET	un	i	i
arbres	NOUN	arbre	m	p
tombés	VERB	tomber	m	p
sur	ADP	sur	i	i
les	DET	le	i	i
routes	NOUN	route	f	p
.	PUNCT	.	i	i
Des	DET	un	i	i
torrents	NOUN	torrent	m	p
d’	DET	d’	i	i
eau	NOUN	eau	f	s
boueuse	ADJ	boueux	f	s
enjambent	VERB	enjamber		
la	DET	le	i	i
chaussée	NOUN	chaussée	f	s
,	PUNCT	,	i	i
les	DET	le	i	i
cours	NOUN	cours		p
d’	DET	d’	i	i
eau	NOUN	eau	f	s
débordent	ADV	débordent	i	i
.	PUNCT	.	i	i
Des	DET	un	i	i
véhicules	NOUN	véhicule	m	p
ont	AUX	avoir	i	i
été	AUX	être	i	i
emportés	VERB	emporter	m	p
par	ADP	par	i	i
les	DET	le	i	i
flots	NOUN	flot	m	p
.	PUNCT	.	i	i
Le	DET	le	i	i
chef	NOUN	chef		s
du	DET	de	i	i
gouvernement	NOUN	gouvernement	m	s
,	PUNCT	,	i	i
accompagné	VERB	accompagner	m	s
du	DET	de	i	i
ministre	NOUN	ministre		s
de	ADP	de	i	i
la	DET	le	i	i
transition	NOUN	transition	f	s
écologique	ADJ	écologique		s
et	CCONJ	et	i	i
solidaire	ADJ	solidaire		s
,	PUNCT	,	i	i
François	PROPN	François	i	i
de	ADP	de	i	i
Rugy	PROPN	Rugy	i	i
,	PUNCT	,	i	i
a	AUX	avoir	i	i
annoncé	VERB	annoncer	m	s
une	DET	un	i	i
«	NOUN	«	i	i
procédure	ADJ	procédur	i	i
de	ADP	de	i	i
catastrophe	NOUN	catastrophe	f	s
naturelle	ADJ	naturel	f	s
accélérée	VERB	accélérer	f	s
»	PUNCT	»	i	i
.	PUNCT	.	i	i
Le	DET	le	i	i
président	NOUN	président	m	s
de	ADP	de	i	i
la	DET	le	i	i
République	NOUN	république	i	i
,	PUNCT	,	i	i
Emmanuel	ADJ	emmanuel	i	i
Macron	ADV	macron	i	i
,	PUNCT	,	i	i
qui	PRON	qui	i	i
se	PRON	se	i	i
rendra	VERB	rendre		
dans	ADP	dans	i	i
l’	DET	l’	i	i
Aude	NOUN	aude	i	i
«	PUNCT	«	i	i
dès	ADP	dès	i	i
que	SCONJ	que	i	i
possible	ADJ	possible		s
»	PUNCT	»	i	i
selon	ADP	selon	i	i
l’	PROPN	l’	i	i
Elysée	PROPN	Elysée	i	i
,	PUNCT	,	i	i
a	AUX	avoir	i	i
exprimé	VERB	exprimer	m	s
«	PROPN	«	i	i
l’	NOUN	l’	i	i
émotion	NOUN	émotion	f	s
et	CCONJ	et	i	i
la	DET	le	i	i
solidarité	NOUN	solidarité	f	s
de	ADP	de	i	i
toute	ADJ	tout	f	s
la	DET	le	i	i
nation	NOUN	nation	f	s
envers	ADP	envers	i	i
les	DET	le	i	i
victimes	NOUN	victime	f	p
»	PUNCT	»	i	i
.	PUNCT	.	i	i
Un	DET	un	i	i
résident	NOUN	résident	m	s
montre	VERB	montre	i	i
le	DET	le	i	i
niveau	NOUN	niveau	m	s
atteint	VERB	atteindre	m	s
par	ADP	par	i	i
l’	PROPN	l’	i	i
eau	NOUN	eau	f	s
lors	ADV	lors	i	i
des	DET	un	i	i
inondations	NOUN	inondation	f	p
à	ADP	à	i	i
Villegailhenc	PROPN	Villegailhenc	i	i
,	PUNCT	,	i	i
près	ADP	près	i	i
de	ADP	de	i	i
Carcassonne	NOUN	carcassonne	i	i
,	PUNCT	,	i	i
dans	ADP	dans	i	i
le	DET	le	i	i
sud	NOUN	sud	m	s
de	ADP	de	i	i
la	DET	le	i	i
France	PROPN	France	i	i
.	PUNCT	.	i	i
Le	DET	le	i	i
niveau	NOUN	niveau	m	s
atteint	AUX	atteint	i	i
lundi	NOUN	lundi	m	s
matin	NOUN	matin	m	s
par	ADP	par	i	i
la	DET	le	i	i
crue	NOUN	crue	f	s
à	ADP	à	i	i
Trèbes	PROPN	Trèbes	i	i
,	PUNCT	,	i	i
dans	ADP	dans	i	i
la	DET	le	i	i
vallée	NOUN	vallée	f	s
de	ADP	de	i	i
l’	DET	l’	i	i
Aude	NOUN	aude	i	i
,	PUNCT	,	i	i
est	AUX	être	i	i
sans	ADP	sans	i	i
précédent	NOUN	précédent	m	s
depuis	ADP	depuis	i	i
1891	NUM	1891	i	i
,	PUNCT	,	i	i
c’	PROPN	c’	i	i
est	AUX	être	i	i
-	PUNCT	-	i	i
à	ADP	à	i	i
-	PUNCT	-	i	i
dire	VERB	dire		
«	PROPN	«	i	i
pas	ADV	pas	i	i
loin	ADV	loin	i	i
de	ADP	de	i	i
sept	NUM	sept	i	i
mètres	NOUN	mètre	m	p
»	PUNCT	»	i	i
,	PUNCT	,	i	i
a	AUX	avoir	i	i
déclaré	VERB	déclarer	m	s
à	ADP	à	i	i
l’	PROPN	l’	i	i
AFP	PROPN	AFP	i	i
le	DET	le	i	i
service	NOUN	service	m	s
Vigicrues	ADJ	vigicrue	i	i
.	PUNCT	.	i	i
ERIC	NOUN	eric	i	i
CABANIS	ADJ	cabani	i	i
/	ADP	sur	i	i
AFP	PROPN	AFP	i	i
